language_code,language_name,language_family,has_missing_rationale,missing_rationale_services,has_mixed_script,mixed_script_services,has_romanization,romanization_services,has_script_disagreement,script_disagr_services,has_source_term,source_term_services,has_placeholder_term,placeholder_term_services,has_repetition_loop,repetition_loop_services,has_extreme_term_length,extreme_term_length_services,has_unicode_escape,unicode_escape_services,has_short_translation,short_translation_services,has_any_mixing,any_mixing_services,has_refusal_rationale,refusal_rationale_services,has_transliteration_rationale,transliteration_rationale_services,has_placeholder_rationale,placeholder_rationale_services,has_language_name_term,language_name_term_services,has_unexpected_rationale_language,unexpected_rationale_language_services,quality_flags,flag_count
sli,Lower Silesian,Indo-European languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemma;OpenAI;Qwen,True,Gemma;Qwen,False,,False,,False,,refusal_rationale;transliteration_rationale,2
vmf,Main-Franconian,Indo-European languages,True,Mistral,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemini;Gemma,False,,False,,False,,missing_rationale;transliteration_rationale,2
mak,Makasar,Austronesian languages,False,,False,,False,,False,,True,DeepSeek,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek,False,,False,,False,,False,,source_term;refusal_rationale,2
mgh,Makhuwa-Meetto,Niger-Kordofanian languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;OpenAI,True,Gemini,False,,False,,False,,refusal_rationale;transliteration_rationale,2
mg,Malagasy,Austronesian languages,True,Gemma,False,,False,,False,,True,Lingvanex,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,missing_rationale;source_term,2
arn,Mapuche,South American Indian languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;Gemma;Mistral;OpenAI,True,Gemini;Gemma,False,,False,,False,,refusal_rationale;transliteration_rationale,2
mic,Mi'kmaw,North American Indian languages,False,,False,,False,,False,,True,Mistral;OpenAI,False,,False,,False,,False,,False,,False,,False,,True,Gemini,False,,False,,False,,source_term;transliteration_rationale,2
dum,Middle Dutch,Indo-European languages,True,Gemini,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemma;Mistral;OpenAI,False,,False,,False,,False,,missing_rationale;refusal_rationale,2
enm,Middle English,Indo-European languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemini,True,Gemini,False,,False,,False,,refusal_rationale;transliteration_rationale,2
moh,Mohawk,North American Indian languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemini;Gemma;OpenAI;Qwen,True,Qwen,False,,False,,False,,refusal_rationale;transliteration_rationale,2
mfe,Morisyen,Creoles and pidgins,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,OpenAI,True,Gemma,False,,False,,False,,refusal_rationale;transliteration_rationale,2
ary,Moroccan Arabic,Afro-Asiatic languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemini;Gemma,False,,False,,True,Qwen,transliteration_rationale;unexpected_rationale_language,2
mhn,Mòcheno,Indo-European languages,False,,False,,False,,False,,True,Mistral,False,,False,,False,,False,,False,,False,,True,DeepSeek;Mistral;OpenAI,False,,False,,False,,False,,source_term;refusal_rationale,2
nah,Nahuatl,North American Indian languages,True,OpenAI,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,OpenAI;Qwen,False,,False,,False,,False,,missing_rationale;refusal_rationale,2
ars,Najdi Arabic,Afro-Asiatic languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemma,False,,False,,True,Qwen,transliteration_rationale;unexpected_rationale_language,2
ne,Nepali,Indo-European languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;Gemma;OpenAI,False,,False,,True,Llama;Qwen,transliteration_rationale;unexpected_rationale_language,2
niu,Niuean,Austronesian languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,OpenAI,False,,False,,False,,True,Qwen,refusal_rationale;unexpected_rationale_language,2
se,Northern Sami,Uralic languages,True,Gemma,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Mistral,False,,False,,False,,False,,missing_rationale;refusal_rationale,2
nn,Norwegian Nynorsk,Indo-European languages,True,Gemini,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemma,False,,False,,False,,missing_rationale;transliteration_rationale,2
sga,Old Irish,Indo-European languages,True,Gemini,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,DeepSeek;OpenAI,False,,False,,False,,False,,missing_rationale;refusal_rationale,2
pdc,Pennsylvania German,Indo-European languages,False,,False,,False,,False,,True,DeepSeek,False,,False,,False,,False,,False,,False,,True,DeepSeek;Mistral,False,,False,,False,,False,,source_term;refusal_rationale,2
fa,Persian,Indo-European languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Claude;Gemma,False,,False,,True,Llama;Mistral;Qwen,transliteration_rationale;unexpected_rationale_language,2
prg,Prussian,Indo-European languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,OpenAI,True,Gemma;Mistral;OpenAI,False,,False,,False,,refusal_rationale;transliteration_rationale,2
rap,Rapanui,Austronesian languages,True,Gemma,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Gemma;OpenAI,False,,False,,False,,False,,missing_rationale;refusal_rationale,2
rar,Rarotongan,Austronesian languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Qwen,True,Gemini,False,,False,,False,,refusal_rationale;transliteration_rationale,2
rif,Riffian,Afro-Asiatic languages,False,,False,,False,,True,Mistral,False,,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemma,False,,False,,False,,False,,script_disagreement;refusal_rationale,2
rgn,Romagnol,Indo-European languages,False,,False,,False,,False,,True,Mistral,False,,False,,False,,False,,False,,False,,False,,True,Gemma,False,,False,,False,,source_term;transliteration_rationale,2
rue,Rusyn,Indo-European languages,False,,False,,False,,True,Qwen,False,,False,,False,,False,,False,,False,,False,,False,,True,Claude;Qwen,False,,False,,False,,script_disagreement;transliteration_rationale,2
sdc,Sassarese Sardinian,Indo-European languages,False,,False,,False,,False,,True,Mistral,False,,False,,False,,False,,False,,False,,False,,True,Gemma,False,,False,,False,,source_term;transliteration_rationale,2
saz,Saurashtra,Indo-European languages,False,,False,,False,,True,Claude;DeepSeek;Gemini;Gemma;Llama;Mistral;OpenAI;Qwen,False,,False,,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;Gemma;Llama;OpenAI;Qwen,False,,False,,False,,script_disagreement;transliteration_rationale,2
sh,Serbo-Croatian,Indo-European languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Mistral,True,Gemma,False,,False,,False,,refusal_rationale;transliteration_rationale,2
sn,Shona,Niger-Kordofanian languages,False,,False,,False,,False,,True,DeepSeek;Lingvanex;Mistral,False,,False,,False,,False,,False,,False,,False,,True,DeepSeek,False,,False,,False,,source_term;transliteration_rationale,2
su,Sundanese,Austronesian languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemini,False,,False,,False,,True,Qwen,refusal_rationale;unexpected_rationale_language,2
sv,Swedish,Indo-European languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Qwen,False,,True,Gemma,False,,False,,False,,any_mixing;transliteration_rationale,2
ty,Tahitian,Austronesian languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemini,True,Claude;Gemini;Gemma,False,,False,,False,,refusal_rationale;transliteration_rationale,2
tg,Tajik,Indo-European languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemma,False,,False,,False,,False,,True,Qwen,any_mixing;unexpected_rationale_language,2
tet,Tetum,Austronesian languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Llama;Qwen,True,Claude;Gemma;OpenAI,False,,False,,False,,refusal_rationale;transliteration_rationale,2
tkl,Tokelau,Austronesian languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,DeepSeek;Mistral;OpenAI,True,Gemma,False,,False,,False,,refusal_rationale;transliteration_rationale,2
tokipona,Toki Pona,Artificial languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemma,True,Gemini,False,,False,,False,,refusal_rationale;transliteration_rationale,2
to,Tonga,Austronesian languages,True,Gemma;Llama,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,OpenAI,False,,False,,False,,False,,missing_rationale;refusal_rationale,2
tn,Tswana,Niger-Kordofanian languages,True,Gemma,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemma,False,,False,,False,,missing_rationale;transliteration_rationale,2
tum,Tumbuka,Niger-Kordofanian languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemini;Gemma;OpenAI;Qwen,True,Claude,False,,False,,False,,refusal_rationale;transliteration_rationale,2
aeb,Tunisian Arabic,Afro-Asiatic languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemini,False,,False,,True,Qwen,transliteration_rationale;unexpected_rationale_language,2
vep,Veps,Uralic languages,False,,False,,False,,True,Qwen,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemini,False,,False,,False,,script_disagreement;transliteration_rationale,2
vi,Vietnamese,Austro-Asiatic languages,False,,False,,False,,False,,False,,False,,True,EasyNMT,False,,False,,False,,False,,False,,False,,False,,False,,True,Qwen,repetition_loop;unexpected_rationale_language,2
vo,Volapük,Artificial languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemini,True,Claude;Gemini;Gemma,False,,False,,False,,refusal_rationale;transliteration_rationale,2
vot,Votic,Uralic languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemma,True,Gemma,False,,False,,False,,refusal_rationale;transliteration_rationale,2
fiu-vro,Võro,Uralic languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Qwen,True,Qwen,False,,False,,False,,refusal_rationale;transliteration_rationale,2
wa,Walloon,Indo-European languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemini,True,OpenAI,False,,False,,False,,refusal_rationale;transliteration_rationale,2
wae,Walser,Indo-European languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Mistral,True,Gemini;Gemma,False,,False,,False,,refusal_rationale;transliteration_rationale,2
cy,Welsh,Indo-European languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Mistral,False,,True,Gemini,False,,False,,refusal_rationale;placeholder_rationale,2
vls,West Flemish,Indo-European languages,True,Gemini,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemini,False,,False,,False,,missing_rationale;transliteration_rationale,2
ikt,Western Canadian Inuktitut,Eskimo-Aleut languages,False,,False,,False,,True,Gemini;Gemma;Mistral;OpenAI;Qwen,False,,False,,False,,False,,False,,False,,False,,True,Claude,False,,False,,False,,False,,script_disagreement;refusal_rationale,2
nhw,Western Huasteca Nahuatl,North American Indian languages,True,OpenAI,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemini;Gemma,False,,False,,False,,False,,missing_rationale;refusal_rationale,2
mrj,Western Mari,Uralic languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemma,True,Gemma;OpenAI,False,,False,,False,,refusal_rationale;transliteration_rationale,2
yo,Yoruba,Niger-Kordofanian languages,True,Llama,False,,False,,False,,True,Lingvanex,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,missing_rationale;source_term,2
yua,Yucateco,Central American Indian languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;OpenAI,True,Gemini,False,,False,,False,,refusal_rationale;transliteration_rationale,2
ace,Acehnese,Austronesian languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,DeepSeek,False,,False,,False,,False,,refusal_rationale,1
af,Afrikaans,Indo-European languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemma,False,,False,,False,,transliteration_rationale,1
sq,Albanian,Albanian languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Mistral,False,,False,,False,,transliteration_rationale,1
als,Alemannic,Indo-European languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Llama;Qwen,False,,False,,False,,False,,refusal_rationale,1
an,Aragonese,Indo-European languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemma,False,,False,,False,,transliteration_rationale,1
rup,Aromanian,Indo-European languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemma,False,,False,,False,,transliteration_rationale,1
az,Azerbaijani,Altaic languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemma,False,,False,,False,,transliteration_rationale,1
map-bms,Banyumasan,Austronesian languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemma;Mistral,False,,False,,False,,False,,refusal_rationale,1
frc,Cajun French,Indo-European languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,DeepSeek,False,,False,,False,,False,,refusal_rationale,1
nch,Central Huasteca Nahuatl,North American Indian languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;OpenAI,False,,False,,False,,False,,refusal_rationale,1
zh,Chinese,Sino-Tibetan languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,DeepSeek;Llama;Qwen,unexpected_rationale_language,1
swb,Comorian,Niger-Kordofanian languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,OpenAI,False,,False,,False,,transliteration_rationale,1
hr,Croatian,Indo-European languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Mistral,False,,False,,False,,False,,refusal_rationale,1
cs,Czech,Indo-European languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Claude;Gemini,False,,False,,False,,transliteration_rationale,1
nl,Dutch,Indo-European languages,False,,False,,False,,False,,True,Lingvanex,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,source_term,1
nds-nl,Dutch Low Saxon,Indo-European languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemini,False,,False,,False,,False,,refusal_rationale,1
frs,Eastern Frisian,Indo-European languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemini,False,,False,,False,,False,,refusal_rationale,1
en,English,Indo-European languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Llama;Mistral,False,,False,,False,,False,,refusal_rationale,1
et,Estonian,Uralic languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemma,False,,False,,False,,transliteration_rationale,1
fo,Faroese,Indo-European languages,True,Gemini,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,missing_rationale,1
fr,French,Indo-European languages,True,Gemini,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,missing_rationale,1
gl,Galician,Indo-European languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Mistral,False,,False,,False,,False,,refusal_rationale,1
de,German,Indo-European languages,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;Wikipedia,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,source_term,1
aln,Gheg Albanian,Albanian languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemma,False,,False,,False,,transliteration_rationale,1
gos,Gronings,Indo-European languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemma,False,,False,,False,,False,,refusal_rationale,1
ia,Interlingua,Artificial languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemini,False,,False,,False,,False,,refusal_rationale,1
