n_variants_present,n_agree,agreement_rate,best_candidate,variant_translations,term_source,language_code,language_name,language_family,service,is_baseline,difference_types
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,kxm,Northern Khmer,Austro-Asiatic languages,EasyNMT,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,kxm,Northern Khmer,Austro-Asiatic languages,Lingvanex,True,
4,3,0.75,มนุษยศาสตร์ดิจิทัล,"{'minimal': 'มนุษยศาสตร์ดิจิทัล', 'fluent_speaker': 'มนุษยศาสตร์ดิจิทัล', 'github_searcher': 'มนุษยศาสตร์ดิจิทัล', 'judge': 'មនុស្សសាស្ត្រឌីជីថល'}",Digital Humanities,kxm,Northern Khmer,Austro-Asiatic languages,OpenAI,False,content
4,3,0.75,មនុស្សសាស្ត្រឌីជីថល,"{'minimal': 'มนุษยศาสตร์ดิจิทัล', 'fluent_speaker': 'មនុស្សសាស្ត្រឌីជីថល', 'github_searcher': 'មនុស្សសាស្ត្រឌីជីថល', 'judge': 'មនុស្សសាស្ត្រឌីជីថល'}",Digital Humanities,kxm,Northern Khmer,Austro-Asiatic languages,Claude,False,content
4,1,0.25,វិទ្យាសាស្ត្រមនុស្សឌីជីថល,"{'minimal': 'វិទ្យាសាស្ត្រមនុស្សឌីជីថល', 'fluent_speaker': 'វិទ្យាសាស្ត្រមនុស្សសាស្ត្រឌីជីថល', 'github_searcher': 'ឌីជីថល ហ៊្យូម៉ានីធីស', 'judge': 'មនុស្សសាស្ត្រឌីជីថល'}",Digital Humanities,kxm,Northern Khmer,Austro-Asiatic languages,Gemini,False,content
4,1,0.25,ດິຈິຕອນມະນຸດສາດ,"{'minimal': 'ດິຈິຕອນມະນຸດສາດ', 'fluent_speaker': 'ឌីជីថលមនុស្សសាស្ត្រ', 'github_searcher': 'ดิจิทัลมนุษยศาสตร์', 'judge': 'មនុស្សសាស្ត្រឌីជីថល'}",Digital Humanities,kxm,Northern Khmer,Austro-Asiatic languages,DeepSeek,False,content
4,1,0.25,សារព័តវិទ្យា,"{'minimal': 'សារព័តវិទ្យា', 'fluent_speaker': 'សារវិទ្យាបណ្ឌកម្មវិធី', 'github_searcher': 'សារ្ត្ថិវិទ្យា', 'judge': 'វិទ្យាសាស្ត្រមនុស្សឌីជីថល'}",Digital Humanities,kxm,Northern Khmer,Austro-Asiatic languages,Llama,False,content
4,1,0.25,លំហរឌីជីថលសិក្សា,"{'minimal': 'លំហរឌីជីថលសិក្សា', 'fluent_speaker': 'បច្ចេកវិជ្ជា\u200bឌីជីថល\u200bមនុស្សជាតិ', 'github_searcher': 'ធ៌្លុតឌីជីថលមនុស្សជាតិ', 'judge': 'វិទ្យាសាស្ត្រមនុស្សឌីជីថល'}",Digital Humanities,kxm,Northern Khmer,Austro-Asiatic languages,Gemma,False,content
4,1,0.25,សាស្រ្តជំនុំដែលមានទឹកពិភាក្សា,"{'minimal': 'សាស្រ្តជំនុំដែលមានទឹកពិភាក្សា', 'fluent_speaker': 'ជំនុំទំព័រមានគោលដៅអ៊ីនធឺណិត', 'github_searcher': 'ជនศาสตร์អ៊ីតាវ', 'judge': 'មនុស្សសាស្ត្រឌីជីថល'}",Digital Humanities,kxm,Northern Khmer,Austro-Asiatic languages,Qwen,False,content
4,1,0.25,សាកលិកា ជន្រួម,"{'minimal': 'សាកលិកា ជន្រួម', 'fluent_speaker': 'ហ្វីដេសកម្មប្រទេស', 'github_searcher': 'សាម្រាប់ហុំនេះ', 'judge': 'មនុស្សសាស្ត្រឌីជីថល'}",Digital Humanities,kxm,Northern Khmer,Austro-Asiatic languages,Mistral,False,content
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,is,Icelandic,Indo-European languages,Wikipedia,True,
4,4,1.0,Stafræn hugvísindi,"{'minimal': 'Stafræn hugvísindi', 'fluent_speaker': 'Stafræn hugvísindi', 'github_searcher': 'Stafræn hugvísindi', 'judge': 'Stafræn hugvísindi'}",Digital Humanities,is,Icelandic,Indo-European languages,Google Translate,True,all_identical
4,4,1.0,Stafræn mannvera,"{'minimal': 'Stafræn mannvera', 'fluent_speaker': 'Stafræn mannvera', 'github_searcher': 'Stafræn mannvera', 'judge': 'Stafræn mannvera'}",Digital Humanities,is,Icelandic,Indo-European languages,EasyNMT,True,all_identical
4,4,1.0,Stafræn hugvísindi,"{'minimal': 'Stafræn hugvísindi', 'fluent_speaker': 'Stafræn hugvísindi', 'github_searcher': 'Stafræn hugvísindi', 'judge': 'Stafræn hugvísindi'}",Digital Humanities,is,Icelandic,Indo-European languages,Lingvanex,True,all_identical
4,2,0.5,Stafræn hugvísindi,"{'minimal': 'Stafræn hugvísindi', 'fluent_speaker': 'Stafræn mannfræði', 'github_searcher': 'Stafræn mannfræði', 'judge': 'Stafræn hugvísindi'}",Digital Humanities,is,Icelandic,Indo-European languages,OpenAI,False,content
4,3,0.75,Stafræn hugvísindi,"{'minimal': 'Stafræn hugvísindi', 'fluent_speaker': 'Stafræn hugvísindi', 'github_searcher': 'Stafræn mannfræði', 'judge': 'Stafræn hugvísindi'}",Digital Humanities,is,Icelandic,Indo-European languages,Claude,False,content
4,4,1.0,Stafræn hugvísindi,"{'minimal': 'Stafræn hugvísindi', 'fluent_speaker': 'Stafræn hugvísindi', 'github_searcher': 'Stafræn hugvísindi', 'judge': 'Stafræn hugvísindi'}",Digital Humanities,is,Icelandic,Indo-European languages,Gemini,False,all_identical
4,4,1.0,Stafræn hugvísindi,"{'minimal': 'Stafræn hugvísindi', 'fluent_speaker': 'Stafræn hugvísindi', 'github_searcher': 'Stafræn hugvísindi', 'judge': 'Stafræn hugvísindi'}",Digital Humanities,is,Icelandic,Indo-European languages,DeepSeek,False,all_identical
4,1,0.25,Dökkmenningardeild,"{'minimal': 'Dökkmenningardeild', 'fluent_speaker': 'Dökk fræði', 'github_searcher': 'Dökk menntir', 'judge': 'Stafræn hugvísindi'}",Digital Humanities,is,Icelandic,Indo-European languages,Llama,False,content
4,2,0.5,Rafræn manndjévísind,"{'minimal': 'Rafræn manndjónafræði', 'fluent_speaker': 'Rafræn manndjévísind', 'github_searcher': 'Rafræn manndjévísind', 'judge': 'Stafræn hugvísindi'}",Digital Humanities,is,Icelandic,Indo-European languages,Gemma,False,content
4,2,0.5,Deildarvísindasafn,"{'minimal': 'Deildarvísindasafn', 'fluent_speaker': 'Digitala menntakerfi', 'github_searcher': 'Deildarvísindasafn', 'judge': 'Stafræn hugvísindi'}",Digital Humanities,is,Icelandic,Indo-European languages,Qwen,False,content
4,2,0.5,Teknisk menneskefræði,"{'minimal': 'Teknisk menneskefræði', 'fluent_speaker': 'Teknisk menneskefræði', 'github_searcher': 'Teknisk mennesgjörslur', 'judge': 'Stafræn hugvísindi'}",Digital Humanities,is,Icelandic,Indo-European languages,Mistral,False,content
4,4,1.0,Informatica umanistica,"{'minimal': 'Informatica umanistica', 'fluent_speaker': 'Informatica umanistica', 'github_searcher': 'Informatica umanistica', 'judge': 'Informatica umanistica'}",Digital Humanities,it,Italian,Indo-European languages,Wikipedia,True,all_identical
4,4,1.0,Discipline umanistiche digitali,"{'minimal': 'Discipline umanistiche digitali', 'fluent_speaker': 'Discipline umanistiche digitali', 'github_searcher': 'Discipline umanistiche digitali', 'judge': 'Discipline umanistiche digitali'}",Digital Humanities,it,Italian,Indo-European languages,Google Translate,True,all_identical
4,4,1.0,Digital Humanities,"{'minimal': 'Digital Humanities', 'fluent_speaker': 'Digital Humanities', 'github_searcher': 'Digital Humanities', 'judge': 'Digital Humanities'}",Digital Humanities,it,Italian,Indo-European languages,EasyNMT,True,all_identical
4,4,1.0,Scienze umanistiche digitali,"{'minimal': 'Scienze umanistiche digitali', 'fluent_speaker': 'Scienze umanistiche digitali', 'github_searcher': 'Scienze umanistiche digitali', 'judge': 'Scienze umanistiche digitali'}",Digital Humanities,it,Italian,Indo-European languages,Lingvanex,True,all_identical
4,2,0.5,umanistica digitale,"{'minimal': 'Umanistica Digitale', 'fluent_speaker': 'umanistica digitale', 'github_searcher': 'umanistica digitale', 'judge': 'Informatica umanistica'}",Digital Humanities,it,Italian,Indo-European languages,OpenAI,False,"capitalization,content"
4,3,0.75,Informatica umanistica,"{'minimal': 'Informatica umanistica', 'fluent_speaker': 'Informatica umanistica', 'github_searcher': 'Informatica Umanistica', 'judge': 'Informatica umanistica'}",Digital Humanities,it,Italian,Indo-European languages,Claude,False,capitalization
4,4,1.0,Digital Humanities,"{'minimal': 'Digital Humanities', 'fluent_speaker': 'Digital Humanities', 'github_searcher': 'Digital Humanities', 'judge': 'Digital Humanities'}",Digital Humanities,it,Italian,Indo-European languages,Gemini,False,all_identical
4,3,0.75,Digital Humanities,"{'minimal': 'Digital Humanities', 'fluent_speaker': 'Digital Humanities', 'github_searcher': 'Digital Humanities', 'judge': 'Informatica umanistica'}",Digital Humanities,it,Italian,Indo-European languages,DeepSeek,False,content
4,3,0.75,Umanità Digitale,"{'minimal': 'Umanesimo Digitale', 'fluent_speaker': 'Umanità Digitale', 'github_searcher': 'Umanità Digitale', 'judge': 'Umanità Digitale'}",Digital Humanities,it,Italian,Indo-European languages,Llama,False,content
4,3,0.75,Umanità Digitale,"{'minimal': 'Umanità Digitale', 'fluent_speaker': 'Umanità Digitale', 'github_searcher': 'Umanità Digitale', 'judge': 'Informatica umanistica'}",Digital Humanities,it,Italian,Indo-European languages,Gemma,False,content
4,2,0.5,Umanità Digitale,"{'minimal': 'Umanità Digitale', 'fluent_speaker': 'Umanità digitale', 'github_searcher': 'Umanità Digitale', 'judge': 'umanistica digitale'}",Digital Humanities,it,Italian,Indo-European languages,Qwen,False,"capitalization,content"
4,2,0.5,Humanità Digitali,"{'minimal': 'Humanità Digitali', 'fluent_speaker': 'Humanità Digitali', 'github_searcher': 'Humanità Digitale', 'judge': 'Umanità Digitale'}",Digital Humanities,it,Italian,Indo-European languages,Mistral,False,content
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,inh,Ingush,Nakh-Daghestanian,Wikipedia,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,inh,Ingush,Nakh-Daghestanian,Google Translate,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,inh,Ingush,Nakh-Daghestanian,EasyNMT,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,inh,Ingush,Nakh-Daghestanian,Lingvanex,True,
3,1,0.3333,Цифровой гуманитарий,"{'minimal': 'Цифровой гуманитарий', 'github_searcher': 'Цифровая гуманитаристика', 'judge': 'Цифрови гуманитарни Ӏилманаш'}",Digital Humanities,inh,Ingush,Nakh-Daghestanian,OpenAI,False,content
4,2,0.5,Цифрови гуманитарни ӏилманаш,"{'minimal': 'Цифрови гуманитарни ӏилманаш', 'fluent_speaker': 'Цифрови гуманитарни ӏилманаш', 'github_searcher': 'Цифрови гуманитарни Ӏилманаш', 'judge': 'Цифрови гуманитарни Ӏилманаш'}",Digital Humanities,inh,Ingush,Nakh-Daghestanian,Claude,False,capitalization
4,2,0.5,Цифран гуманитарий,"{'minimal': 'Цифран гуманитарий', 'fluent_speaker': 'Цифрова Культурологи', 'github_searcher': 'Цифран гуманитарий', 'judge': 'Цифран гуманитарий Ӏилманаш'}",Digital Humanities,inh,Ingush,Nakh-Daghestanian,Gemini,False,content
4,1,0.25,Цифровой гуманитарни Ӏилма,"{'minimal': 'Цифровой гуманитарни Ӏилма', 'fluent_speaker': 'Цифровой Гуманитарни Ӏилмаш', 'github_searcher': 'Цифровой гуманитарные науки', 'judge': 'Цифрови гуманитарни Ӏилманаш'}",Digital Humanities,inh,Ingush,Nakh-Daghestanian,DeepSeek,False,content
3,1,0.3333,Дигиталон культурон,"{'minimal': 'Дигиталон культурон', 'fluent_speaker': 'ГӀалгӀай цхьаццалоннал', 'judge': 'Цифровой гуманитарий'}",Digital Humanities,inh,Ingush,Nakh-Daghestanian,Llama,False,content
4,2,0.5,Дигитал Гуманитарш,"{'minimal': 'цифертехникан гушъенахь хиларан долаш', 'fluent_speaker': 'Дигитал Гуманитарш', 'github_searcher': 'цифердин гуманитаршин', 'judge': 'Дигитал Гуманитарш'}",Digital Humanities,inh,Ingush,Nakh-Daghestanian,Gemma,False,content
4,1,0.25,"Дигиталlü })();

амин билингвизм()","{'minimal': 'Дигиталlü })();\n\nамин билингвизм()', 'fluent_speaker': 'Дигитал-хуманистика', 'github_searcher': 'Дигиталlü хуманитарр', 'judge': 'Цифровой гуманитарий'}",Digital Humanities,inh,Ingush,Nakh-Daghestanian,Qwen,False,content
4,1,0.25,Дигитал хуманитарии,"{'minimal': 'Дигитал хуманитарии', 'fluent_speaker': 'Дигитал Хуманитис', 'github_searcher': 'Цифровые Хуманитарные Науки', 'judge': 'Цифрови гуманитарни ӏилманаш'}",Digital Humanities,inh,Ingush,Nakh-Daghestanian,Mistral,False,content
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,gom,Goan Konkani,Indo-European languages,Wikipedia,True,
4,4,1.0,डिजिटल मानवी शास्त्र,"{'minimal': 'डिजिटल मानवी शास्त्र', 'fluent_speaker': 'डिजिटल मानवी शास्त्र', 'github_searcher': 'डिजिटल मानवी शास्त्र', 'judge': 'डिजिटल मानवी शास्त्र'}",Digital Humanities,gom,Goan Konkani,Indo-European languages,Google Translate,True,all_identical
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,gom,Goan Konkani,Indo-European languages,EasyNMT,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,gom,Goan Konkani,Indo-European languages,Lingvanex,True,
4,4,1.0,डिजिटल मानविकी,"{'minimal': 'डिजिटल मानविकी', 'fluent_speaker': 'डिजिटल मानविकी', 'github_searcher': 'डिजिटल मानविकी', 'judge': 'डिजिटल मानविकी'}",Digital Humanities,gom,Goan Konkani,Indo-European languages,OpenAI,False,all_identical
4,3,0.75,डिजिटल मानवशास्त्र,"{'minimal': 'डिजिटल मानवशास्त्र', 'fluent_speaker': 'डिजिटल मानवशास्त्र', 'github_searcher': 'डिजिटल मानवशास्त्र', 'judge': 'डिजिटल मानविकी'}",Digital Humanities,gom,Goan Konkani,Indo-European languages,Claude,False,content
4,3,0.75,डिजिटल मानविकी,"{'minimal': 'डिजिटल मानव्यशास्त्र', 'fluent_speaker': 'डिजिटल मानविकी', 'github_searcher': 'डिजिटल मानविकी', 'judge': 'डिजिटल मानविकी'}",Digital Humanities,gom,Goan Konkani,Indo-European languages,Gemini,False,content
4,2,0.5,डिजिटल मानवी शास्त्र,"{'minimal': 'डिजिटल मानवी शास्त्र', 'fluent_speaker': 'डिजिटल मानवी शास्त्र', 'github_searcher': 'डिजिटल मानविकी', 'judge': 'डिजिटल मानविकी'}",Digital Humanities,gom,Goan Konkani,Indo-European languages,DeepSeek,False,content
4,1,0.25,Digmitee Vhoddapant,"{'minimal': 'Digmitee Vhoddapant', 'fluent_speaker': 'Digitala Vhoddha Shikop', 'github_searcher': 'Digitaal Vhoddha', 'judge': 'ડિજીટલ માનવશાસ્ત્ર'}",Digital Humanities,gom,Goan Konkani,Indo-European languages,Llama,False,content
4,2,0.5,ḍijiṭal manushśāstr,"{'minimal': 'ḍijiṭal manushśāstr', 'fluent_speaker': 'ḍijiṭal manushśāstr', 'github_searcher': 'ḍigitāl manovshastra', 'judge': 'डिजिटल मानविकी'}",Digital Humanities,gom,Goan Konkani,Indo-European languages,Gemma,False,content
4,1,0.25,digitāl humānītāz,"{'minimal': 'digitāl humānītāz', 'fluent_speaker': 'डिजिटल ह्यूमनाइट्स', 'github_searcher': 'digitil ħumnātīs', 'judge': 'डिजिटल मानवशास्त्र'}",Digital Humanities,gom,Goan Konkani,Indo-European languages,Qwen,False,content
4,1,0.25,Humanshilek Digitalo,"{'minimal': 'Humanshilek Digitalo', 'fluent_speaker': ""Digital Humanities कोंकणीत अनुवाद: 'डिजिटल मानवीयत'"", 'github_searcher': 'ಜಿಟ್ಟಲ್ ಮನವಸ', 'judge': 'डिजिटल मानवीयत'}",Digital Humanities,gom,Goan Konkani,Indo-European languages,Mistral,False,content
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,gez,Geez,Afro-Asiatic languages,Wikipedia,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,gez,Geez,Afro-Asiatic languages,Google Translate,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,gez,Geez,Afro-Asiatic languages,EasyNMT,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,gez,Geez,Afro-Asiatic languages,Lingvanex,True,
4,1,0.25,ትንታኔ ሰብእ,"{'minimal': 'ትንታኔ ሰብእ', 'fluent_speaker': 'ምስተዋህዶ ሰብእ', 'github_searcher': 'ዲጂታል ሕድሓር', 'judge': 'ዲጂታል ሰብአዊ ጥናታት'}",Digital Humanities,gez,Geez,Afro-Asiatic languages,OpenAI,False,content
