search_term,natural_language,counts,directionality,search_term_source,category,keep_term
حیوانتک دیجیٹل,khw,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
ũhoro wa dijitali,ki,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ũmũndũ wa kĩĩtaratara,ki,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ũhoro wa andũ na tekinorojĩ,ki,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
muhimmiyani digitini,ki,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
husika wa diguita,ki,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dijîtal insanîyet,kiu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
humanîteyê dîjîtalî,kiu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
zanistên dîjîtal ên mirovî,kiu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
dijital beşerî ilimler,kiu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
هۆکمەتی چوورکانار,kiu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ڈیجیٹل انسایکلوپیڈیا,khw,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
oundjolowele dhomapangelo,kj,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
omandjelelo gopadigital,kj,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ouhamba wondjokonona yokutunga,kj,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
tjihoka ya digital,kj,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
maaŋi-ŋuŋi ŋwē,kj,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
humanitáis digitális,kj,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ດິຈິຕອນ ມະນຸດສາດ,kjg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ປຶ້ມດິຈິຕອນ,kjg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ʔɛm kʰuːm tɕiˈkʰaːn,kjg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
nvam laj huaet,kjg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
цифралығ гуманитарлық,kjh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
دیجیٹل انسانيات,khw,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
ကုမပါတာ သားသားအစိုးရ,kht,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
mambu ya nsiku ya kintu ya mbanza,kg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ᦡᦲᦈᦲᧆᦷᦎᦟᦉᦲᧃᦓᦱᦉᦱᦉᧆ,khb,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
mbumi ya nkisi,kg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
mabanga ya zongisa,kg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
sikristelemba ya-intanbi,kg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
mbongo ya digitali,kg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
tỹ vẽnh kar ag tỹ,kgp,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
kagngang kãmãgã,kgp,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
tetxã kĩra,kgp,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
kâñĩwĩ ĩrõwĩ,kgp,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
xwesuva ñi pevakupi,kgp,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
humano digitais,kgp,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ᦑᦸᧂᦑᦸᧃᦑᦸᧄᦑᦸᧅ,khb,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ᦵᦣᧆᦉᦱᧂᧉᦡᦲᦈᦲᧆᦵᦟᧅᦎᦱᦡᦲᦞᦲᧉᦋᦱᧂᧈ,khb,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ၼႃႉၵၢၼ်ၵႂၢမ်းဢၼ်ၵျႅၵ်ႉၵျႅၵ်ႉ,kht,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ᥖᥫᥒ᥎ᥕ ᥛᥝᥢᥨ,khb,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ផ្សារដីបន្ទេសិកល្បង,khb,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
laakali boŋ-izayyaŋ,khq,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dijitali adamay kaaru,khq,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
tiwɛrɛtɛnɛ tɔmɔrɛ,khq,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dijital ŋaamŋ,khq,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digiital xumanitiyaa,khq,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
taasikka jilaabu,khq,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ဒီဂျီတယ် မၞုၐ်ႇသႃႇသ်တ်ႇ,kht,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ดิจิทัลฮิวแมนนิตี้,kht,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ၽိၼ်ႇ ၸဝ်ႈ ၶူပ်,kht,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dijital adamliklar,kum,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
цифровӧй гуманитарнӧй наукаяс,kv,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
цифра войтырлысь тӧдӧмлунъяс,kv,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
wičháša wakȟáŋya wóžuŋtká wičháša,lkt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ŋiŋgirrųmala,lki,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,true
tēnuma tangata,lki,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,true
mafutadigitali,lki,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,true
digital humanitets,lki,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,true
wíyukčaŋ owáŋkaŋkapi,lkt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
wíčhožaŋžaŋ wóuŋspe,lkt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
wóuŋspe tȟáŋka wičhóuŋspe tȟáŋka,lkt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
wóuŋspe tȟokáheya wóuŋspe,lkt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
wakíčhaye wiŋ-okíyapi,lkt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
oyúȟaŋpi óglála,lkt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
wiciyeyapi wašáši,lkt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
umanistiches digiteles,lld,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
teknologi digital manusia,ljp,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
umanistics digitales,lld,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
umanitês digitela,lld,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
umanistiches digitei,lld,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
umanitàs digitalis,lld,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
dinèrtal humànt,lld,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
humanitats digitales,lld,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
డిజిటల్ మానవత్వం,lmn,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ज्ञान वा संस्कृति,lmn,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
informatega umanistega,lmo,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,true
umanistega digitai,lmo,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,true
umanìstega digitál,lmo,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,true
دیجیتاڵ مرۆڤایەتی,lki,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,true
digiitilise adamiteed,liv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
umanitade digital,lmo,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,true
sxʷqʷeləm tənəc,lil,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digitaal geisteswetensjappe,li,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitaal gesjiedenis,li,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitale menschawetenschap,li,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitale menswetenskapen,li,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
དིག་སྤུངས་མཛོད་ཀྱི་རིག་པ,lif,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
क्लाउड मानवता,lif,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
umanitæ digitali,lij,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
umanistiche digitâ,lij,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
umanitæ digitæ,lij,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
umanitæ digitaæ,lij,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitali umanistiche,lij,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ʔəyəw ɬəxʷəyəɬ ɬəxʷəyəɬ ʔəyəw,lil,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
džiɡitarl humanūlas,liv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
xwelilthinuxw dihwa7in,lil,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
sxwó:wéy sq'áwats'el,lil,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ꓷꓲꓔꓲꓡ ꓧꓱꓲꓠꓬꓲꓢ,lis,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ꓓꓲꓽꓔꓬꓻ ꓐꓬꓽꓡꓳ ꓢꓲꓼꓑꓬ,lis,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ၾကႈ ၶိၼ်ႇၸႃႉ,lis,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
dīģitālõd humanitārõd,liv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digitāļ humanitārtiēd,liv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digitālõ humanitiek,liv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dikītāl humānitāt,liv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digiāliņu mītoloģija,liv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digitaalõ humaanõtõldüs,liv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
umanità digitàl,lmo,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,true
bato ya mayele na makambo ya digital,ln,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
дигитальнай гуманитаризм,kv,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
skaitmeninės humanitarikos,lt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
بومناسخه دیجیتالی,lrc,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
رێگەی ئەدیجیتالێ بۆ ئەدەبیات و مێژوو,lrc,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
هندسه ديجيتال,lrc,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
مجسمات دیجیتالی بنویسه,lrc,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
utafiti wa kidijitali wa binadamu,lsm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
obumanyi bwa dijitaali,lsm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dáláidit báhccála,lsm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digitaal ŋaam,lsm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
الانسانيات الرقمية,lsm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
humanitádigi digitaal,lsm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
skaitmeniniai humanitariniai mokslai,lt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
skaitmeninės humanitarinės mokslai,lt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
muhumulimi yadigi,loz,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
skaitmeninė humanitarika,lt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
dėsinių mokslai,lt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitalinė humanistika,lt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
numatytosios humanitarijos,lt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitaluos humanitaruos zynuotnis,ltg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
cyberhumānitārisms,ltg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
cifrovuos humanitarūs zynuotnis,ltg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitaluo humanitaruo zynuotne,ltg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitaluo humanitare,ltg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
dzelzsa māksla,ltg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
cipari cilvēku zinātnes,ltg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ingwelela ya teknoloji ya masiyane,loz,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
bung'a ya dijitali,loz,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
bomanɛli ya nimero,ln,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
numérisk menneskjevitskap,lol,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
bomoto ya makambo ya digital,ln,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
mabisi ya kudumu,ln,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
mabanga ya mbilé,ln,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
mudubantu bokola,ln,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ມະນຸດສາດດິຈິຕອນ,lo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ມະນຸດສາດດິຈິທັລ,lo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ป่สวัดล้านเกระ่ม,lo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ພັດທະນາອື່ນປະເທດ,lo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ປະເພດຕິດລວບຄຳດັງ,lo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
mpúlí mpúlí ya búkú,lol,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
дигитал бүтээл,lol,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digital humanitizes,lol,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
mambo a mabuku,loz,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
diguilal huministikas,lol,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
humanités digital,lou,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
limanite dijital,lou,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
lèspri imèn nimerik,lou,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dijitèl umànités,lou,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
lizinm dijital,lou,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ditèl hooministis,lou,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
informatika nan lwen dlo,lou,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
butalwa bwa dizhitala,loz,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
litaba za digitali ni za butu,loz,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
bupilo bwa mubala wa mubala,loz,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digitaal geisteswètènsjaffte,li,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
e-bulesasi ya basoga,lg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
kibalekezo digitali,lg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
humanitates digitales,la,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,true
сандык гуманитардык илимдер,ky,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
дигиталдык адабийят,ky,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
цифролук гуманитардык илимдер,ky,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
диджиталдык маданий тилдикlik,ky,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
дигитал калдырмалары,ky,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
လေဝ်သၢင်ၥ်ကလုာ်လီၤ,kyu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ဒိဂျိတလ် လူ့ဘာသာရပ်,kyu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ဒီဂျစ်တယ် လူမှုသိပ္ပံ,kyu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ၾကႈ ၿိမႃႉ,kyu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
hwa ree hwa gaa gwaa,kyu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ဒီဇိုင်ဘက်အမျိုးသားစွန်းရည်,kyu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitales humanitates,la,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,true
dijital inimaniyati,kxp,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
umanidades dijitales,lad,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
dyigital haumanistía,lad,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
obumanyirivu bwa dijito,lag,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
humanities ki digital,lag,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
obuhumane bwa dijitaali,lag,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
kalaŋaŋaŋaŋaŋaŋaŋaŋaŋaŋaŋaŋaŋaŋ,lag,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dijital bilimler,lag,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
humanitia digitale,lag,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digital insān-itikās,lah,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,true
ਦੀਜਿਟਲ ਮਾਨਵਾਦ,lah,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,true
ngec me dano ma gi komputa,laj,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
санариптик гуманитардык илимдер,ky,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digita manavashastra,kxp,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
e-nsiinyi y'ebihugu,lg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dewysowr digitaol,kw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
дигиталдом хумантизм,kv,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
дигитална лыхындык,kv,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
pengubayan digital,kvr,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
sains kemanusiaan digital,kvr,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ડીજિટલ મનસકોશ,kvx,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,true
dheghow dihwonneth,kw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
dynoryethow dijitel,kw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
denethow skiansek digamm,kw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
denethegieth dhygital,kw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
dybynyansow dhegydhlek,kw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
meynan dhygital,kw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
kernowek digidhel,kw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
dhārmiyāṃ bhāṣābhivyakti,kxp,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
hax̌aw̓is kwak̓wala,kwk,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dijital hiyumānitīs,kwk,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
síxw síyam,kwk,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ɨw’ała’a’a’a ḵ’u’u’u’u’,kwk,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
lulutlana liskwemixʷ,kwk,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
sxwelíyexw lákwala,kwk,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
វិទ្យាសាស្ត្រមនុស្សឌីជីថល,kxm,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
សារព័តវិទ្យា,kxm,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
លំហរឌីជីថលសិក្សា,kxm,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
សាកលិកា ជន្រួម,kxm,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
डिजिटल मानुसकी,kxp,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
humanities me digital,laj,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
lonyo me tekwaro me dijita,laj,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digitale humanitites,laj,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
цифровиу инсаниятдин къаламни,lez,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
machina adansi kultur,lcp,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ᰛᰩᰵᰶᰧᰶ ᰛᰧᰵᰶᰧᰶ,lep,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ᰕᰦᰎᰧᰛᰵᰬ ᰕᰦᰋᰵᰬᰛᰦᰀᰵᰬ,lep,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ᰕᰫᰰᰶᰛᰩᰵᰜᰤᰦᰮᰓᰦᰰᰋᰦᰰ,lep,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
tsho-mi-sam-khag-yang,lep,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
དབྱིན་ལྡན མི་འབྲེལ སློབ་མ།,lep,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitale humanite,lep,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
рақамдин гуманитар элмур,lez,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
цифровая гуманитария,lez,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
цифрадин гуманитарная наукар,lez,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
хӏалхъи цоцарияб хӏукумат,lez,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
хуьалар хәвдәләри,lez,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
amakola ya dizidi,laj,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
humania digital,lfn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
umanidades dijital,lfn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
umanias dijital,lfn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
qandali digitaal,aa,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
humanitá digital,lfn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digitale humàntia,lfn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
eby'omuntu eby'ekikugu mu by'omutimbagano,lg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ebyobuwangwa bya digiito,lg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
obuntu bw'ensi yonna mu by'empuliziganya,lg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
obumanyirivu mu bya digital,lg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ezimwe mu nsinda za digital,lg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digi mi lai,lcp,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
kamala kulumu,lcp,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
humanitias digilas,lbw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
mafaka ya digitali,lbw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ubuntungwa bwa dijitali,lam,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ubumi bwamakina ya muntu,lam,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
kamusi ya digitali,lam,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
kɔɔsɔɔŋŋɔɔ ŋgɔɔŋŋɔɔ,lam,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
mwana-ndi-digitali,lam,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
tic me dano pa komputa,lan,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
jamiro kede teknoloji me digital,lan,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
