language_code,term,language_name,term_source,wikipedia_translated_term,coding_dh_date,exclude_google_cloud_translate,gt_translated_term,exclude_easynmt,enmt_translated_term,exclude_lingvanex,lingvanex_translated_term,exclude_ollama,ollama_content,ollama_model,ollama_created_at,ollama_total_duration,ollama_load_duration,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_eval_count,ollama_eval_duration,ollama_done_reason,ollama_translated_term,ollama_translation_rationale,ollama_extracted_dictionaries,ollama_translation
ch,,Chamorro,Digital Humanities,,2026-04-03 16:39:49,False,Digital Humanities,True,,False,,False,"{""translated_term"": ""Mannai taotao ni nan-muñaise"", ""translation_rationale"": ""Literally 'man of digital knowledge' or 'person with computer skills', combining Chamorro words for 'digital' (mannai) and 'knowledge/ person' (taotao), and using the Spanish influence on Chamorro to convey the concept of computing.""}",llama3.1,2026-04-03T21:39:49.327744Z,1289071208.0,78840500.0,73.0,280199125.0,79.0,907201581.0,stop,Mannai taotao ni nan-muñaise,"Literally 'man of digital knowledge' or 'person with computer skills', combining Chamorro words for 'digital' (mannai) and 'knowledge/ person' (taotao), and using the Spanish influence on Chamorro to convey the concept of computing.","[{'translated_term': 'Mannai taotao ni nan-muñaise', 'translation_rationale': ""Literally 'man of digital knowledge' or 'person with computer skills', combining Chamorro words for 'digital' (mannai) and 'knowledge/ person' (taotao), and using the Spanish influence on Chamorro to convey the concept of computing.""}]",Mannai taotao ni nan-muñaise
ca,Humanitats digitals,Catalan; Valencian,Digital Humanities,Humanitats digitals,2026-04-03 16:39:40,False,Humanitats Digitals,False,Humanitats digitals,False,Humanitats Digitals,False,"{
  ""translated_term"": ""Humanitats Digitals"",
  ""translation_rationale"": ""Direct translation from English, following the established Catalan terminology""
}",llama3.1,2026-04-03T21:39:40.104039Z,749598833.0,77173541.0,76.0,283098583.0,33.0,378717166.0,stop,Humanitats Digitals,"Direct translation from English, following the established Catalan terminology",[],
bs,,Bosnian,Digital Humanities,,2026-04-03 16:39:37,False,Digitalne humanističke nauke,True,,False,Digital Humanities,False,"{
  ""translated_term"": ""Dijitalne Umetnosti"",
  ""translation_rationale"": ""Combination of 'digital' and 'humanities'""
}",llama3.1,2026-04-03T21:39:37.341946Z,767759958.0,78890041.0,74.0,279222875.0,35.0,398065168.0,stop,Dijitalne Umetnosti,Combination of 'digital' and 'humanities',[],
br,,Breton,Digital Humanities,,2026-04-03 16:39:34,False,Skiantoù mab-den niverel,True,,False,,False,"{
  ""translated_term"": ""Diger Hor Yezhoù"",
  ""translation_rationale"": ""Combining Breton words 'diger' (digital) and 'hor yezhoù' (humanities)""
}",llama3.1,2026-04-03T21:39:34.56485Z,935164958.0,82266166.0,73.0,285590958.0,48.0,552332496.0,stop,Diger Hor Yezhoù,Combining Breton words 'diger' (digital) and 'hor yezhoù' (humanities),[],
bo,,Tibetan,Digital Humanities,,2026-04-03 16:39:31,False,གྲངས་འཛིན་མི་ཆོས་རིག་པ།,True,,False,,False,"{""translated_term"": ""Gdams ngag tshogs sgrig stod"", ""translation_rationale"": ""Combining Tibetan terms for 'digital' (gdams ngag, referring to computer and technology) with the concept of Humanities (tshogs sgrig stod, a translation of humanities)""}",llama3.1,2026-04-03T21:39:31.615673Z,1166760209.0,86484875.0,72.0,269982375.0,67.0,788270953.0,stop,Gdams ngag tshogs sgrig stod,"Combining Tibetan terms for 'digital' (gdams ngag, referring to computer and technology) with the concept of Humanities (tshogs sgrig stod, a translation of humanities)","[{'translated_term': 'Gdams ngag tshogs sgrig stod', 'translation_rationale': ""Combining Tibetan terms for 'digital' (gdams ngag, referring to computer and technology) with the concept of Humanities (tshogs sgrig stod, a translation of humanities)""}]",Gdams ngag tshogs sgrig stod
bn,,Bengali,Digital Humanities,,2026-04-03 16:39:28,False,ডিজিটাল মানববিদ্যা,True,,False,ডিজিটাল মানবিক,False,"{
  ""translated_term"": ""ডিজিটাল মানবিক"",
  ""translation_rationale"": ""Digital Humanities কে Bengali-তে 'ডিজিটাল' + 'মানবিক' হিসাবে অনুবাদ করা হয়েছে""
}",llama3.1,2026-04-03T21:39:28.434696Z,1504529584.0,86077500.0,73.0,280740333.0,96.0,1111700500.0,stop,ডিজিটাল মানবিক,Digital Humanities কে Bengali-তে 'ডিজিটাল' + 'মানবিক' হিসাবে অনুবাদ করা হয়েছে,[],
bm,,Bambara,Digital Humanities,,2026-04-03 16:39:24,False,Hadamadenw ka dɔnniya nimɔrɔma,True,,False,,False,"{""translated_term"": ""Wari Jamanin Kooritedugu"", ""translation_rationale"": ""Combining the Bambara words for 'digital' (wari), 'humanities' is not directly translatable, but in this context, it refers to 'koritedugu' which encompasses social sciences and humanities.""}",llama3.1,2026-04-03T21:39:24.915436Z,1154969709.0,85523792.0,73.0,277388291.0,67.0,771507081.0,stop,Wari Jamanin Kooritedugu,"Combining the Bambara words for 'digital' (wari), 'humanities' is not directly translatable, but in this context, it refers to 'koritedugu' which encompasses social sciences and humanities.","[{'translated_term': 'Wari Jamanin Kooritedugu', 'translation_rationale': ""Combining the Bambara words for 'digital' (wari), 'humanities' is not directly translatable, but in this context, it refers to 'koritedugu' which encompasses social sciences and humanities.""}]",Wari Jamanin Kooritedugu
bi,,Bislama,Digital Humanities,,2026-04-03 16:39:21,True,,False,Ol Fasin Blong Man We Oli No Isi,False,,False,"{
  ""translated_term"": ""Humantat bilong Ples"",
  ""translation_rationale"": ""Bislama term combining 'humantat' (humanities) with 'ples' (place or sphere)""
}",llama3.1,2026-04-03T21:39:21.747731Z,917889458.0,85786083.0,74.0,281193375.0,47.0,536940960.0,stop,Humantat bilong Ples,Bislama term combining 'humantat' (humanities) with 'ples' (place or sphere),[],
bh,,Bihari,Digital Humanities,,2026-04-03 16:39:18,False,डिजिटल मानविकी के बारे में बतावल गइल बा,True,,False,,False,"{""translated_term"": ""Bhagidaali Mithakshastra"", ""translation_rationale"": ""Using Bihari equivalents for 'digital' (bhagidaali) and 'humanities' (mithakshastra), combining them as in the original phrase""}",llama3.1,2026-04-03T21:39:18.815075Z,1056089250.0,108808417.0,74.0,275635250.0,57.0,654231252.0,stop,Bhagidaali Mithakshastra,"Using Bihari equivalents for 'digital' (bhagidaali) and 'humanities' (mithakshastra), combining them as in the original phrase","[{'translated_term': 'Bhagidaali Mithakshastra', 'translation_rationale': ""Using Bihari equivalents for 'digital' (bhagidaali) and 'humanities' (mithakshastra), combining them as in the original phrase""}]",Bhagidaali Mithakshastra
bg,,Bulgarian,Digital Humanities,,2026-04-03 16:39:15,False,Дигитални хуманитарни науки,False,(Средредредредредредредредредредредредредредредредредредредредредредредредредредредредредредредредредредредредредред,False,Дигитални хуманитарни науки,False,"{
  ""translated_term"": ""Дигитални Умения"",
  ""translation_rationale"": ""Literal translation of the term, combining \""Digital\"" and \""Humanities\"".""
}",llama3.1,2026-04-03T21:39:15.745189Z,842722541.0,67878916.0,72.0,290614917.0,41.0,471146414.0,stop,Дигитални Умения,"Literal translation of the term, combining ""Digital"" and ""Humanities"".",[],
be,,Belarusian,Digital Humanities,,2026-04-03 16:39:12,False,Лічбавыя гуманітарныя навукі,True,,False,Лічбавыя гуманітарныя навукі,False,"{
  ""translated_term"": ""Humanistyka Cyfrowa"",
  ""translation_rationale"": ""Direct loan from English, following the standard convention for translating compound terms""
}",llama3.1,2026-04-03T21:39:12.885955Z,797050250.0,79477209.0,73.0,275696375.0,38.0,430307624.0,stop,Humanistyka Cyfrowa,"Direct loan from English, following the standard convention for translating compound terms",[],
ba,,Bashkir,Digital Humanities,,2026-04-03 16:39:10,False,Һанлы гуманитар фәндәр,True,,False,,False,"{""translated_term"": ""\u0424\u0430\u0439\u043b\u044d\u0432\u0430\u043b \\u0436\u0430\u043c\u0438\u0458\u0439\u0442\u0430"", ""translation_rationale"": ""Literally 'digital humanities' in Bashkir, using Russian word order and translating 'humanities' as \u0436\u0430\u043c\u0438\u0458\u0439\u0442\u0430, which is the standard term for humanities in many Turkic languages.""}",llama3.1,2026-04-03T21:39:10.07572Z,1829324459.0,82832292.0,73.0,281341584.0,123.0,1432759086.0,stop,Файлэвал \u0436амијйта,"Literally 'digital humanities' in Bashkir, using Russian word order and translating 'humanities' as жамијйта, which is the standard term for humanities in many Turkic languages.","[{'translated_term': 'Файлэвал \\u0436амијйта', 'translation_rationale': ""Literally 'digital humanities' in Bashkir, using Russian word order and translating 'humanities' as жамијйта, which is the standard term for humanities in many Turkic languages.""}]",Файлэвал \u0436амијйта
az,,Azerbaijani,Digital Humanities,Rəqəmsal humanitar elmlər,2026-04-03 16:39:06,False,Rəqəmsal Humanitar Elmlər,False,İnsaniyyətləri,False,Rəqəmsal humanitar elmlər,False,"{
  ""translated_term"": ""İntibah Ələqələri"",
  ""translation_rationale"": ""Digital Humanities is translated as \""İntibah Əlaqələri\"", which literally means \""Humanities in the Digital Age\"". The term 'intibah' refers to modern or contemporary, and 'əlaqələr' means connections or relationships.""
}",llama3.1,2026-04-03T21:39:06.232894Z,1441031250.0,84158916.0,74.0,276639584.0,91.0,1055275417.0,stop,İntibah Ələqələri,"Digital Humanities is translated as ""İntibah Əlaqələri"", which literally means ""Humanities in the Digital Age"". The term 'intibah' refers to modern or contemporary, and 'əlaqələr' means connections or relationships.",[],
ay,,Aymara,Digital Humanities,,2026-04-03 16:39:02,False,Humanidades Digitales uka tuqit yatxataña,True,,False,,False,"{
  ""translated_term"": ""Humanidades Digitales"",
  ""translation_rationale"": ""Combining the Aymara words for 'digital' (kuntur simi, referring to the condor's sharp vision and thus digital-like) with the Spanish-influenced concept of 'humanidades'""
}",llama3.1,2026-04-03T21:39:02.777259Z,1105771291.0,71385666.0,74.0,283530042.0,64.0,733039206.0,stop,Humanidades Digitales,"Combining the Aymara words for 'digital' (kuntur simi, referring to the condor's sharp vision and thus digital-like) with the Spanish-influenced concept of 'humanidades'",[],
as,,Assamese,Digital Humanities,,2026-04-03 16:38:57,False,ডিজিটেল মানৱীয় বিজ্ঞান,True,,False,,False,"{
  ""translated_term"": ""ডিজিটাল মানৱিক শিক্ষা"",
  ""translation_rationale"": ""Combining 'digital' and 'humanities' using a direct translation approach.""
}",llama3.1,2026-04-03T21:38:57.100271Z,1048034375.0,84058583.0,74.0,307726542.0,56.0,640544415.0,stop,ডিজিটাল মানৱিক শিক্ষা,Combining 'digital' and 'humanities' using a direct translation approach.,[],
ar,إنسانيات رقمية,Arabic,Digital Humanities,إنسانيات رقمية,2026-04-03 16:38:54,False,العلوم الإنسانية الرقمية,False,العلوم البشرية,False,العلوم الإنسانية الرقمية,False,"{
  ""translated_term"": ""الإنسانيات الرقمية"",
  ""translation_rationale"": ""Combining Arabic words for 'digital' (رقمي) and 'humanities' (إنسانيات)""
}",llama3.1,2026-04-03T21:38:54.038697Z,950145541.0,94899291.0,72.0,293667000.0,48.0,547804001.0,stop,الإنسانيات الرقمية,Combining Arabic words for 'digital' (رقمي) and 'humanities' (إنسانيات),[],
an,,Aragonese,Digital Humanities,,2026-04-03 16:38:51,True,,True,,False,,False,"{
  ""translated_term"": ""Umanitati Digital"",
  ""translation_rationale"": ""Combination of the Aragonese words for 'digital' (dixital) and 'humanities' (umanitati), following the existing pattern in other languages.""
}",llama3.1,2026-04-03T21:38:51.078069Z,1043862125.0,86671000.0,74.0,280727458.0,57.0,660048666.0,stop,Umanitati Digital,"Combination of the Aragonese words for 'digital' (dixital) and 'humanities' (umanitati), following the existing pattern in other languages.",[],
am,,Amharic,Digital Humanities,,2026-04-03 16:38:48,False,ዲጂታል ሂውማኒቲስ,True,,False,ዲጂታል ሰብአዊነት,False,"{
  ""translated_term"": ""\u1120\u1167\u1178\u1154 \u1182\u1116\u1145\u1160\u114c"",
  ""translation_rationale"": ""Combining 'ዲጂታል' (digital) and '\u11b3\u1161\u1147\u1160\u113d\u12b8\u1192 \u1116\u115f\u1125' (humanities)""
}",llama3.1,2026-04-03T21:38:48.020059Z,1588616292.0,85143750.0,74.0,276231667.0,104.0,1198754538.0,stop,ᄠᅧᅸᅔ ᆂᄖᅅᅠᅌ,Combining 'ዲጂታል' (digital) and 'ᆳᅡᅇᅠᄽኸᆒ ᄖᅟᄥ' (humanities),[],
ab,,Abkhaz,Digital Humanities,,2026-04-03 16:38:44,False,Ацифратә гуманитартә ҵарақәа,True,,False,,False,"{
  ""translated_term"": ""Абҵҭантә интернет"",
  ""translation_rationale"": ""Combination of Abkhaz words for 'digital' (абҵҭантә) and 'humanities' (inter-net)""
}",llama3.1,2026-04-03T21:38:44.417075Z,1044302583.0,86233375.0,74.0,275549250.0,58.0,666401212.0,stop,Абҵҭантә интернет,Combination of Abkhaz words for 'digital' (абҵҭантә) and 'humanities' (inter-net),[],
ak,,Akan,Digital Humanities,,2026-04-03 16:34:29,False,Digitals Nnipa Ho Adesua,True,,False,,False,"{
  ""translated_term"": ""Akansim Nkansim"",
  ""translation_rationale"": ""Combining 'akansa' (relating to computer or digital) with 'nkansim' (humanities)""
}",llama3.1,2026-04-03T21:34:29.529657Z,937649375.0,78814125.0,73.0,287017875.0,48.0,557873958.0,stop,Akansim Nkansim,Combining 'akansa' (relating to computer or digital) with 'nkansim' (humanities),[],
af,,Afrikaans,Digital Humanities,,2026-04-03 16:34:26,False,Digitale Geesteswetenskappe,False,Digitale Menslikhede,False,Digitale Geesteswetenskappe,False,"{
  ""translated_term"": ""Digitale Geesteswetenskappe"",
  ""translation_rationale"": ""Combining Afrikaans words for digital (digitale) and humanities/arts (geesteswetenskappe)""
}",llama3.1,2026-04-03T21:34:26.579023Z,972721958.0,75916625.0,73.0,276062625.0,52.0,604977501.0,stop,Digitale Geesteswetenskappe,Combining Afrikaans words for digital (digitale) and humanities/arts (geesteswetenskappe),[],
ae,,Avestan,Digital Humanities,,2026-04-03 16:34:23,True,,True,,False,,False,"{""translated_term"": ""Dījīgābhuźišnāk"", ""translation_rationale"": ""Breakdown of 'Digital Humanities' into its constituent parts, where 'dīji' means 'relating to or characteristic of the internet or other digital technology', 'abhu' means 'of', and 'zischnāk' means 'learning' or 'study'. This translation preserves the root concept of the Digital Humanities as a field that combines digital methods with humanities scholarship.""}",llama3.1,2026-04-03T21:34:23.590773Z,1615602959.0,83389042.0,74.0,282111625.0,105.0,1221865582.0,stop,Dījīgābhuźišnāk,"Breakdown of 'Digital Humanities' into its constituent parts, where 'dīji' means 'relating to or characteristic of the internet or other digital technology', 'abhu' means 'of', and 'zischnāk' means 'learning' or 'study'. This translation preserves the root concept of the Digital Humanities as a field that combines digital methods with humanities scholarship.","[{'translated_term': 'Dījīgābhuźišnāk', 'translation_rationale': ""Breakdown of 'Digital Humanities' into its constituent parts, where 'dīji' means 'relating to or characteristic of the internet or other digital technology', 'abhu' means 'of', and 'zischnāk' means 'learning' or 'study'. This translation preserves the root concept of the Digital Humanities as a field that combines digital methods with humanities scholarship.""}]",Dījīgābhuźišnāk
