language_code,term,language_name,term_source,wikipedia_translated_term,coding_dh_date,exclude_google_cloud_translate,gt_translated_term,exclude_easynmt,enmt_translated_term,exclude_lingvanex,lingvanex_translated_term,exclude_ollama,ollama_content,ollama_model,ollama_created_at,ollama_total_duration,ollama_load_duration,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_eval_count,ollama_eval_duration,ollama_done_reason,ollama_translated_term,ollama_translation_rationale,ollama_extracted_dictionaries,ollama_translation,exclude_openai,openai_translated_term,openai_completion_tokens,openai_created,openai_finish_reason,openai_model,openai_prompt_tokens,openai_total_tokens,openai_translation_rationale,openai_translation,exclude_claude,claude_translated_term,claude_translation_rationale,claude_model,claude_stop_reason,claude_created,claude_total_tokens,claude_input_tokens,claude_output_tokens
ce,,Chechen,Digital Humanities,,2026-04-03 17:04:57,False,Терахьийн гуманитаран Ӏилманаш,True,,False,,False,"{
  ""translated_term"": ""Džigitallər Nəzăriyä"",
  ""translation_rationale"": ""Combination of Chechen words 'dzhigit' (meaning 'young warrior') and 'nəziyar' (meaning 'science, knowledge')""
}",llama3.1,2026-04-03T22:04:02.321604Z,1145792041.0,83051041.0,73.0,335648625.0,61.0,709941545.0,stop,Džigitallər Nəzăriyä,"Combination of Chechen words 'dzhigit' (meaning 'young warrior') and 'nəziyar' (meaning 'science, knowledge')",[],,False,Цифрахь гуманитарни мотт,82.0,1775244687.0,stop,gpt-4o-2024-08-06,69.0,151.0,"The term 'Digital Humanities' involves the adaptation of humanistic disciplines to the digital age. 'Цифрахь' translates to 'digital' and 'гуманитарни мотт' translates to 'humanities', conveying the integration of technology with humanities subjects in Chechen.",,False,Цифрови гуманитарни наукаш,"Direct translation combining 'цифрови' (digital) with 'гуманитарни наукаш' (humanities/humanitarian sciences), following Chechen language structure for academic terminology",claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:04:57.968550,149.0,74.0,75.0
ca,Humanitats digitals,Catalan; Valencian,Digital Humanities,Humanitats digitals,2026-04-03 17:04:50,False,Humanitats Digitals,False,Humanitats digitals,False,Humanitats Digitals,False,"{
  ""translated_term"": ""Humanitats Digitals"",
  ""translation_rationale"": ""Direct translation from English, following the established Catalan terminology""
}",llama3.1,2026-04-03T21:39:40.104039Z,749598833.0,77173541.0,76.0,283098583.0,33.0,378717166.0,stop,Humanitats Digitals,"Direct translation from English, following the established Catalan terminology",[],,False,Humanitats Digitals,58.0,1775244286.0,stop,gpt-4o-2024-08-06,72.0,130.0,"The term 'Digital Humanities' translates directly to 'Humanitats Digitals' in Catalan, as it refers specifically to the interdisciplinary field that combines computing or digital technologies with the humanities.",,False,Humanitats Digitals,"This is the standard and widely accepted translation in Catalan/Valencian academic contexts, directly translating 'Digital' as 'Digitals' and 'Humanities' as 'Humanitats', maintaining the plural form used in the original English term.",claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:04:50.418323,159.0,78.0,81.0
bs,,Bosnian,Digital Humanities,,2026-04-03 17:04:46,False,Digitalne humanističke nauke,True,,False,Digital Humanities,False,"{
  ""translated_term"": ""Dijitalne Umetnosti"",
  ""translation_rationale"": ""Combination of 'digital' and 'humanities'""
}",llama3.1,2026-04-03T21:39:37.341946Z,767759958.0,78890041.0,74.0,279222875.0,35.0,398065168.0,stop,Dijitalne Umetnosti,Combination of 'digital' and 'humanities',[],,False,Digitalne humanističke nauke,55.0,1775244278.0,stop,gpt-4o-2024-08-06,69.0,124.0,The term 'Digital Humanities' is translated to 'Digitalne humanističke nauke' in Bosnian to accurately reflect the interdisciplinary field that combines digital technology with humanities studies.,,False,Digitalne humanističke nauke,"Direct translation following Bosnian academic terminology where 'digitalne' means digital, 'humanističke' means humanities (adjective form), and 'nauke' means sciences/disciplines, commonly used in Bosnian academic contexts.",claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:04:46.063869,153.0,75.0,78.0
br,,Breton,Digital Humanities,,2026-04-03 17:04:42,False,Skiantoù mab-den niverel,True,,False,,False,"{
  ""translated_term"": ""Diger Hor Yezhoù"",
  ""translation_rationale"": ""Combining Breton words 'diger' (digital) and 'hor yezhoù' (humanities)""
}",llama3.1,2026-04-03T21:39:34.56485Z,935164958.0,82266166.0,73.0,285590958.0,48.0,552332496.0,stop,Diger Hor Yezhoù,Combining Breton words 'diger' (digital) and 'hor yezhoù' (humanities),[],,False,Keltiegezh Niverel,70.0,1775244680.0,stop,gpt-4o-2024-08-06,68.0,138.0,"The term 'Keltiegezh Niverel' is used in Breton to refer to the concept of Digital Humanities, with 'keltiegezh' meaning 'humanities' and 'niverel' meaning 'digital.'",,False,Douaroniezh Niverel,"Combines 'douaroniezh' (humanities, from 'den' meaning human) with 'niverel' (digital, from 'niver' meaning number), following Breton compound word formation patterns for modern academic terminology.",claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:04:42.632731,155.0,74.0,81.0
bo,,Tibetan,Digital Humanities,,2026-04-03 17:04:38,False,གྲངས་འཛིན་མི་ཆོས་རིག་པ།,True,,False,,False,"{""translated_term"": ""Gdams ngag tshogs sgrig stod"", ""translation_rationale"": ""Combining Tibetan terms for 'digital' (gdams ngag, referring to computer and technology) with the concept of Humanities (tshogs sgrig stod, a translation of humanities)""}",llama3.1,2026-04-03T21:39:31.615673Z,1166760209.0,86484875.0,72.0,269982375.0,67.0,788270953.0,stop,Gdams ngag tshogs sgrig stod,"Combining Tibetan terms for 'digital' (gdams ngag, referring to computer and technology) with the concept of Humanities (tshogs sgrig stod, a translation of humanities)","[{'translated_term': 'Gdams ngag tshogs sgrig stod', 'translation_rationale': ""Combining Tibetan terms for 'digital' (gdams ngag, referring to computer and technology) with the concept of Humanities (tshogs sgrig stod, a translation of humanities)""}]",Gdams ngag tshogs sgrig stod,False,གཟའ་ཟླ་ནི་རིང་།,76.0,1775244677.0,stop,gpt-4o-2024-08-06,68.0,144.0,"'Digital Humanities' combines the concepts of 'digital' and 'humanities', often involving technology in humanistic research. This is a direct translation reflecting the modern concept in Tibetan.",,False,ཨང་རྩིས་མི་རིགས་རིག་གནས།,Literal translation where ཨང་རྩིས་ (digital/numerical) + མི་རིགས་རིག་གནས་ (humanities/human sciences) combines to represent Digital Humanities as a field studying human culture through computational methods.,claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:04:38.356415,180.0,74.0,106.0
bn,,Bengali,Digital Humanities,,2026-04-03 17:04:31,False,ডিজিটাল মানববিদ্যা,True,,False,ডিজিটাল মানবিক,False,"{
  ""translated_term"": ""ডিজিটাল মানবিক"",
  ""translation_rationale"": ""Digital Humanities কে Bengali-তে 'ডিজিটাল' + 'মানবিক' হিসাবে অনুবাদ করা হয়েছে""
}",llama3.1,2026-04-03T21:39:28.434696Z,1504529584.0,86077500.0,73.0,280740333.0,96.0,1111700500.0,stop,ডিজিটাল মানবিক,Digital Humanities কে Bengali-তে 'ডিজিটাল' + 'মানবিক' হিসাবে অনুবাদ করা হয়েছে,[],,False,ডিজিটাল মানববিদ্যা,68.0,1775244271.0,stop,gpt-4o-2024-08-06,68.0,136.0,"The term 'ডিজিটাল' is a direct transliteration of 'Digital', and 'মানববিদ্যা' is the Bengali word for 'Humanities', capturing the essence of academic studies related to human culture.",,False,ডিজিটাল মানবিকী,Direct translation of 'Digital Humanities' where 'ডিজিটাল' (Digital) is the standard Bengali transliteration and 'মানবিকী' (Humanities) is the established Bengali term for humanities/liberal arts disciplines.,claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:04:31.783146,161.0,72.0,89.0
bm,,Bambara,Digital Humanities,,2026-04-03 17:04:28,False,Hadamadenw ka dɔnniya nimɔrɔma,True,,False,,False,"{""translated_term"": ""Wari Jamanin Kooritedugu"", ""translation_rationale"": ""Combining the Bambara words for 'digital' (wari), 'humanities' is not directly translatable, but in this context, it refers to 'koritedugu' which encompasses social sciences and humanities.""}",llama3.1,2026-04-03T21:39:24.915436Z,1154969709.0,85523792.0,73.0,277388291.0,67.0,771507081.0,stop,Wari Jamanin Kooritedugu,"Combining the Bambara words for 'digital' (wari), 'humanities' is not directly translatable, but in this context, it refers to 'koritedugu' which encompasses social sciences and humanities.","[{'translated_term': 'Wari Jamanin Kooritedugu', 'translation_rationale': ""Combining the Bambara words for 'digital' (wari), 'humanities' is not directly translatable, but in this context, it refers to 'koritedugu' which encompasses social sciences and humanities.""}]",Wari Jamanin Kooritedugu,False,Numérique bɛncɛla,75.0,1775244673.0,stop,gpt-4o-2024-08-06,69.0,144.0,"The term 'Digital Humanities' combines 'digital' and 'humanities.' In Bambara, 'Numérique' represents 'digital' while 'bɛncɛla' refers to 'humanities,' indicating fields related to the study of human culture.",,False,Nimiɲɛ ni ɛrɔnsɔn,"Combines 'nimiɲɛ' (digital/numbers) and 'ɛrɔnsɔn' (human knowledge/humanities), forming a compound term that captures both the technological and humanistic aspects of Digital Humanities",claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:04:28.105344,166.0,75.0,91.0
bi,,Bislama,Digital Humanities,,2026-04-03 17:04:23,True,,False,Ol Fasin Blong Man We Oli No Isi,False,,False,"{
  ""translated_term"": ""Humantat bilong Ples"",
  ""translation_rationale"": ""Bislama term combining 'humantat' (humanities) with 'ples' (place or sphere)""
}",llama3.1,2026-04-03T21:39:21.747731Z,917889458.0,85786083.0,74.0,281193375.0,47.0,536940960.0,stop,Humantat bilong Ples,Bislama term combining 'humantat' (humanities) with 'ples' (place or sphere),[],,False,Digital Humanities,48.0,1775244275.0,stop,gpt-4o-2024-08-06,70.0,118.0,"Bislama often uses English terms for modern concepts, especially in technology and academia, due to limited native vocabulary that captures complex or new ideas.",,False,Dijital Humanitis,Bislama typically borrows English technical terms with phonetic adaptation. 'Digital' becomes 'Dijital' and 'Humanities' becomes 'Humanitis' following Bislama orthographic conventions.,claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:04:23.953806,147.0,75.0,72.0
bh,,Bihari,Digital Humanities,,2026-04-03 16:49:44,False,डिजिटल मानविकी के बारे में बतावल गइल बा,True,,False,,False,"{""translated_term"": ""Bhagidaali Mithakshastra"", ""translation_rationale"": ""Using Bihari equivalents for 'digital' (bhagidaali) and 'humanities' (mithakshastra), combining them as in the original phrase""}",llama3.1,2026-04-03T21:39:18.815075Z,1056089250.0,108808417.0,74.0,275635250.0,57.0,654231252.0,stop,Bhagidaali Mithakshastra,"Using Bihari equivalents for 'digital' (bhagidaali) and 'humanities' (mithakshastra), combining them as in the original phrase","[{'translated_term': 'Bhagidaali Mithakshastra', 'translation_rationale': ""Using Bihari equivalents for 'digital' (bhagidaali) and 'humanities' (mithakshastra), combining them as in the original phrase""}]",Bhagidaali Mithakshastra,False,डिजिटल मानविकी,77.0,1775244273.0,stop,gpt-4o-2024-08-06,70.0,147.0,"The term 'Digital Humanities' is translated as 'डिजिटल मानविकी' in Bihari because 'डिजिटल' reflects the technological aspect and 'मानविकी' refers to the humanities, aligning with common adaptations in Indo-Aryan languages.",,False,डिजिटल मानविकी,"Direct translation using Devanagari script common in Bihari languages, where 'डिजिटल' is the transliteration of 'Digital' and 'मानविकी' is the established term for 'Humanities' in Hindi/Bihari contexts.",claude-sonnet-4-5-20250929,end_turn,2026-04-03T16:49:44.749636,167.0,75.0,92.0
bg,,Bulgarian,Digital Humanities,,2026-04-03 16:49:41,False,Дигитални хуманитарни науки,False,(Средредредредредредредредредредредредредредредредредредредредредредредредредредредредредредредредредредредредредред,False,Дигитални хуманитарни науки,False,"{
  ""translated_term"": ""Дигитални Умения"",
  ""translation_rationale"": ""Literal translation of the term, combining \""Digital\"" and \""Humanities\"".""
}",llama3.1,2026-04-03T21:39:15.745189Z,842722541.0,67878916.0,72.0,290614917.0,41.0,471146414.0,stop,Дигитални Умения,"Literal translation of the term, combining ""Digital"" and ""Humanities"".",[],,False,Дигитални хуманитарни науки,78.0,1775244665.0,stop,gpt-4o-2024-08-06,68.0,146.0,"The term 'Digital Humanities' translates to 'Дигитални хуманитарни науки' in Bulgarian, where 'дигитални' means 'digital' and 'хуманитарни науки' means 'humanities', thereby maintaining the original meaning.",,False,Дигитални хуманитарни науки,Direct translation where 'Дигитални' means 'Digital' and 'хуманитарни науки' means 'Humanities' - the standard academic term used in Bulgarian scholarly discourse for this interdisciplinary field.,claude-sonnet-4-5-20250929,end_turn,2026-04-03T16:49:41.179125,154.0,72.0,82.0
be,,Belarusian,Digital Humanities,,2026-04-03 16:49:37,False,Лічбавыя гуманітарныя навукі,True,,False,Лічбавыя гуманітарныя навукі,False,"{
  ""translated_term"": ""Humanistyka Cyfrowa"",
  ""translation_rationale"": ""Direct loan from English, following the standard convention for translating compound terms""
}",llama3.1,2026-04-03T21:39:12.885955Z,797050250.0,79477209.0,73.0,275696375.0,38.0,430307624.0,stop,Humanistyka Cyfrowa,"Direct loan from English, following the standard convention for translating compound terms",[],,False,лічбавыя гуманітарыстыкі,84.0,1775244663.0,stop,gpt-4o-2024-08-06,69.0,153.0,"The term 'лічбавыя гуманітарыстыкі' accurately reflects the field of Digital Humanities in Belarusian, where 'лічбавыя' means 'digital' and 'гуманітарыстыкі' refers to 'humanities', capturing the essence of the interdisciplinary domain.",,False,Лічбавыя гуманітарныя навукі,"Direct translation where 'Лічбавыя' means 'Digital', 'гуманітарныя' means 'Humanities', and 'навукі' means 'sciences/studies', following standard Belarusian academic terminology conventions.",claude-sonnet-4-5-20250929,end_turn,2026-04-03T16:49:37.633696,170.0,76.0,94.0
ba,,Bashkir,Digital Humanities,,2026-04-03 16:49:34,False,Һанлы гуманитар фәндәр,True,,False,,False,"{""translated_term"": ""\u0424\u0430\u0439\u043b\u044d\u0432\u0430\u043b \\u0436\u0430\u043c\u0438\u0458\u0439\u0442\u0430"", ""translation_rationale"": ""Literally 'digital humanities' in Bashkir, using Russian word order and translating 'humanities' as \u0436\u0430\u043c\u0438\u0458\u0439\u0442\u0430, which is the standard term for humanities in many Turkic languages.""}",llama3.1,2026-04-03T21:39:10.07572Z,1829324459.0,82832292.0,73.0,281341584.0,123.0,1432759086.0,stop,Файлэвал \u0436амијйта,"Literally 'digital humanities' in Bashkir, using Russian word order and translating 'humanities' as жамијйта, which is the standard term for humanities in many Turkic languages.","[{'translated_term': 'Файлэвал \\u0436амијйта', 'translation_rationale': ""Literally 'digital humanities' in Bashkir, using Russian word order and translating 'humanities' as жамијйта, which is the standard term for humanities in many Turkic languages.""}]",Файлэвал \u0436амијйта,False,Цифрлы гуманитар фәндәр,64.0,1775244661.0,stop,gpt-4o-2024-08-06,69.0,133.0,"The term 'цифрлы' represents 'digital,' and 'гуманитар фәндәр' translates to 'humanities' in Bashkir, combining to convey 'Digital Humanities.'",,False,Санлы гуманитар фәндәр,"Direct translation combining 'санлы' (digital) with 'гуманитар фәндәр' (humanitarian sciences/humanities), following Bashkir academic terminology conventions.",claude-sonnet-4-5-20250929,end_turn,2026-04-03T16:49:34.171063,148.0,75.0,73.0
